,Strain_DIC,Fuerza_kN
281,0.0008363706062600323,61.867981
282,0.0007796591125000177,62.019592
283,0.0008427700918399746,62.137886
284,0.0008699068347399988,62.339287
285,0.0008987875840300305,62.506893
286,0.0009334168355400378,62.583672
287,0.0008672571769000241,62.666729
288,0.0009435154720300388,62.803402
289,0.000905344042889999,62.997738
290,0.0009221849250000263,63.14983
291,0.0009559079086899885,63.272957
292,0.0009766632208499854,63.457802
293,0.0009310711994800349,63.611477
294,0.0008960716420800004,63.718903
295,0.0008939691331800833,63.84745
296,0.0009973034276400026,64.062271
297,0.000992030147119982,64.200089
298,0.0009397475562500278,64.314156
299,0.0009121251451999961,64.465019
300,0.0009607149032000396,64.636024
301,0.0009730903525099934,64.813766
302,0.0010105067322600128,64.937614
303,0.0010010914720000098,65.052582
304,0.0010358890673999965,65.211716
305,0.0009671412897699441,65.311058
306,0.001036473924999963,65.416428
307,0.0009982946872599857,65.557518
308,0.001143832526139854,65.693985
309,0.0009200165508000288,65.818817
310,0.0011056030283001558,65.969589
311,0.001045580777900035,66.137909
312,0.0011315231096000304,66.233284
313,0.0010818064650000537,66.342201
314,0.0010624453750000024,66.58541899999999
315,0.0011488657216000718,66.712891
316,0.001059667996800047,66.796211
317,0.001092781954700013,66.902756
318,0.001151524863399945,67.101944
319,0.001128058704600005,67.21241
320,0.001145318181300016,67.297096
321,0.0011232566528000113,67.418381
322,0.001053966499999979,67.554016
323,0.0010400613902000072,67.689026
324,0.0011198635975999836,67.818779
325,0.001155202251800022,67.886055
326,0.0010967057824000286,67.988808
327,0.0011118035154000065,68.104477
328,0.0011731201787999444,68.231056
329,0.0011905750819999976,68.374229
330,0.0011951418125000024,68.490433
331,0.0011272352140000287,68.593704
332,0.0011614742816000122,68.709869
333,0.0011992535094999704,68.883377
334,0.0011660121245000098,68.986412
335,0.0011767598132000133,69.079269
336,0.0011507705679000115,69.209183
337,0.0011436717474999994,69.3246
338,0.0012763374999998753,69.454086
339,0.0012253556191000195,69.569748
340,0.0012163241384000037,69.654953
341,0.0012107655408000024,69.764427
342,0.0012131094902000008,69.918991
343,0.0012867269612999322,70.006233
344,0.001247362867200016,70.09340699999998
345,0.001323568610200069,70.232758
346,0.0012931694375000178,70.325806
347,0.0013291866356000119,70.396515
348,0.0012719662126000628,70.455284
349,0.0012538561051000008,70.556343
350,0.0012943740369000321,70.704681
351,0.0013041283042000001,70.800522
352,0.0013748723555000164,70.878738
353,0.0012457473721001352,70.99073
354,0.001298866374999967,71.09407
355,0.001346216048400018,71.191765
356,0.0012825485884000224,71.269897
357,0.001377405979400024,71.355225
358,0.0014395218127999736,71.467346
359,0.0013457656772000407,71.55574
360,0.0013421804262000218,71.649345
361,0.001341079992000003,71.747536
362,0.0014044309375000124,71.831894
363,0.0013907082922000305,71.906837
364,0.0014014834495999903,71.996475
365,0.0014171351582000064,72.096779
366,0.0013869571524000091,72.16394
367,0.001441560088800011,72.248604
368,0.0014292776538000309,72.348114
369,0.0014249925218999958,72.461159
370,0.001369929249999954,72.508911
371,0.001411385716199986,72.5271
372,0.0015048876152000095,72.592529
373,0.0014305959200000863,72.638748
374,0.0014618759141999625,72.712143
375,0.001442736679399962,72.832733
376,0.0014613495643999927,72.897293
377,0.001451559381799997,72.945381
378,0.0014746887499999708,73.017723
379,0.0015487143679999691,73.077614
380,0.0015650704007999924,73.140495
381,0.001504260728000009,73.203583
382,0.0015423941931000055,73.254318
383,0.0015530674788000163,73.309464
384,0.001574739961499982,73.360519
385,0.0015578524277999755,73.404991
386,0.001517856625000003,73.46257
387,0.0015964702879000087,73.516113
388,0.0015259311291000962,73.5812
389,0.0015264109111999612,73.622124
390,0.0016241981216000483,73.655106
391,0.0016236494620000034,73.693779
392,0.001622319662200001,73.73278
393,0.0016461736339999891,73.764496
394,0.001682264687499981,73.816315
395,0.0016195191303999383,73.873253
396,0.0015782104607999997,73.915977
397,0.0015891047976000002,73.93261
398,0.0016145406384999834,73.954399
399,0.00168229611959996,73.974602
400,0.0016607246377999567,73.994308
401,0.0016974972663999983,74.012909
402,0.001720228,74.055023
403,0.001639632409100047,74.091988
404,0.0016408242499999649,74.118866
405,0.0016077463383999515,74.139244
406,0.0016573978998000013,74.15479300000001
407,0.0017727705650999984,74.160889
408,0.001757903684800036,74.175293
409,0.001652000960200059,74.184418
410,0.0016489593125000365,74.193306
411,0.001726617557600004,74.225845
412,0.0017098589104000035,74.235649
413,0.001774178903899928,74.244797
414,0.0018095561490000423,74.252304
415,0.0018441798426000527,74.261864
416,0.0018373510193999904,74.269943
417,0.0017641754344000023,74.264664
418,0.0017867316249999738,74.266251
419,0.001850136012099971,74.266212
420,0.001761120407099916,74.261665
421,0.0017379031938000158,74.263512
422,0.0018018809572000012,74.256035
423,0.0018898060573999365,74.243057
424,0.0019670443356000116,74.238785
425,0.0019292425575999806,74.233231
426,0.0019163385625000032,74.217827
427,0.0019156415626000022,74.200935
428,0.0018410362716000397,74.193436
429,0.0018729913340998967,74.176453
430,0.001971174120900002,74.152458
431,0.0018958993151999759,74.112289
432,0.0018586896258999906,74.0802
433,0.0019304661681999854,74.039825
434,0.001943617250000015,74.009354
435,0.0019431293636000097,73.965424
436,0.0019630663867000017,73.921638
437,0.0019556957856000034,73.866737
438,0.0019312315876000056,73.796997
439,0.0019655351940999414,73.725456
440,0.001989304823199978,73.635078
441,0.001978004126200011,73.56974
442,0.0020357196874999915,73.480362
443,0.002031733520000019,73.371254
444,0.001957899207400037,73.284607
445,0.0019755616075000366,73.13166
446,0.0020363249119999963,72.992821
447,0.0020508859709999906,72.831291
448,0.002077299229200003,72.659386
449,0.0020534637318000214,72.437988
450,0.0020414557500000054,72.132217
451,0.002030169807699985,71.78854399999999
452,0.0020249765749999877,71.490265
453,0.0020572085248000034,71.199036
454,0.0020820472751999397,71.097855
455,0.002130723664799995,71.069252
456,0.002131461283800009,71.052452
457,0.0021864970903999804,71.051964
458,0.002173336062500029,71.041069
459,0.0020977172617999305,71.02504
460,0.002167127814400002,71.027161
461,0.0021861275209000127,71.034813
462,0.002188092092300014,71.045662
463,0.0021936630943999833,71.058685
464,0.0022509875030000425,71.070824
465,0.0022091421384999995,71.088821
466,0.002216082000000008,71.110542
467,0.002210010622700014,71.132935
468,0.002175283864399998,71.153107
469,0.0022171762315999423,71.180573
470,0.002280619029000005,71.199921
471,0.002270747119599971,71.215469
472,0.0022427524639999814,71.233971
473,0.002283050077400003,71.254784
474,0.002268463812499979,71.284409
475,0.0023220083940000214,71.309608
476,0.0023568305589999534,71.329918
477,0.0023409541181999426,71.353539
478,0.0024738437321000038,71.382057
479,0.0024166803260000378,71.395615
480,0.0023669011771999915,71.41333
481,0.0023571193058000315,71.436852
482,0.0024387334999999735,71.456833
483,0.0025164195691999994,71.475601
484,0.0025047090462001083,71.498985
485,0.002409869420600005,71.526505
486,0.0024272831091999908,71.537506
487,0.002416574172899994,71.559853
488,0.0024312010284000003,71.576202
489,0.0024364939391999865,71.590981
490,0.002479528187500017,71.602959
491,0.0025428447907999527,71.612114
492,0.002490710496799972,71.622818
493,0.0025383586657999977,71.635529
494,0.0025170730024998956,71.639992
495,0.0025946955143999885,71.644112
496,0.0024882693663999256,71.649307
497,0.0024230999149999284,71.655548
498,0.0025881080000000013,71.654633
499,0.002605582431800009,71.656052
500,0.0025966129952,71.659622
501,0.0026002265872000128,71.659386
502,0.0025990246456000354,71.65902700000001
503,0.0025586738485000138,71.662521
504,0.0026757833104000804,71.662666
505,0.002629208087200013,71.663864
506,0.002732258249999916,71.663315
507,0.002625468242399971,71.668274
508,0.002701231453800007,71.667503
509,0.0027576197917999756,71.669289
510,0.0027589260256999926,71.668167
511,0.0026699249332000482,71.664513
512,0.0027447831075999877,71.66803
513,0.002764848284299995,71.671082
514,0.002756306999999875,71.669868
515,0.002875619521699999,71.662491
516,0.0028585697202000004,71.663185
517,0.002866119519599981,71.664246
518,0.002897064262399991,71.665756
519,0.002861549527799904,71.660378
520,0.002949179599799998,71.660744
521,0.0029041857919999757,71.663101
522,0.002871531687499997,71.666313
523,0.0028911202864000214,71.664864
524,0.0029861856911999876,71.661278
525,0.0029952318147999993,71.658691
526,0.00297694210600003,71.659348
527,0.0030219772107999833,71.660294
528,0.003039255681999967,71.658203
529,0.0029230087120998625,71.654175
530,0.003052062,71.655472
531,0.003003927882600019,71.657379
532,0.003029860366099993,71.6567
533,0.003041699011999995,71.65609
534,0.003034880352399852,71.65506
535,0.0031771971747000007,71.65062
536,0.00315800000640007,71.651558
537,0.0032506982105999817,71.643913
538,0.0032697589999999385,71.643883
539,0.0030686475499998476,71.647591
540,0.0032243998105999983,71.650078
541,0.003261156579199953,71.65023
542,0.0032019864604999945,71.64563
543,0.0032154469950000193,71.645271
544,0.003279617137399945,71.649254
545,0.0033346174983,71.646507
546,0.0033367440000000113,71.641792
547,0.0033517839760999913,71.648026
548,0.0033695342846000163,71.642334
549,0.003419951447399977,71.640388
550,0.0034413070300000053,71.638115
551,0.0033826822852001215,71.6408
552,0.003532904829800007,71.638
553,0.0035195594215999882,71.638466
554,0.00348468243749996,71.642181
555,0.0035248128864000003,71.639084
556,0.0035217847423999974,71.639458
557,0.003421332470000054,71.641609
558,0.003626335725000071,71.645538
559,0.003610292094400018,71.644814
560,0.003669834332299994,71.644058
561,0.003661149634599992,71.641998
562,0.003780786999999937,71.637321
563,0.0037613404228999917,71.633614
564,0.003765467262399995,71.635841
565,0.003709490041600007,71.629478
566,0.0037994792614000736,71.629089
567,0.0038298178548999864,71.624069
568,0.003877286300400016,71.621254
569,0.0038367489084000428,71.625061
570,0.0038950631249999907,71.629677
571,0.003916668537600015,71.631126
572,0.003961650070199978,71.633316
573,0.003952058274699996,71.638245
574,0.0040045724440999474,71.638573
575,0.004046482871399993,71.635483
576,0.004069532320800017,71.63729099999999
577,0.004108750333099982,71.637108
578,0.0041569646250000135,71.646797
579,0.004114812879200044,71.645981
580,0.00415710245789999,71.644875
581,0.004202080663200033,71.649727
582,0.004142874301600029,71.650772
583,0.004226705447900027,71.655769
584,0.0042300374276000065,71.65654
585,0.004308842915999981,71.661217
586,0.004402247812500067,71.655159
587,0.004377381326000015,71.656693
588,0.004284637889599976,71.66014099999998
589,0.004446253374399836,71.657028
590,0.004500222691899992,71.656204
591,0.004459058418399963,71.658195
592,0.004556730209699958,71.666718
593,0.00461078835630001,71.666939
594,0.004605143000000011,71.667938
595,0.004657485891499986,71.668114
596,0.004613624590399957,71.664436
597,0.004657627442799979,71.666718
598,0.0046638714123999996,71.66222400000001
599,0.004775801216599895,71.657318
600,0.004740977331200017,71.656776
601,0.004750138667400017,71.660835
602,0.004828122749999973,71.659767
603,0.004865099529600005,71.661385
604,0.004856397052400012,71.66539
605,0.004797778617200018,71.658463
606,0.004934285713700116,71.655823
607,0.004951227297200007,71.657349
608,0.005000746688100012,71.660736
609,0.005023879129099992,71.65789
610,0.005057433499999989,71.655418
611,0.005036008728699976,71.652977
612,0.005067050782199987,71.648575
613,0.005136046461400012,71.645088
614,0.005150140170400002,71.646355
615,0.00519813377469998,71.634781
616,0.005197772174399988,71.623154
617,0.005280315555199974,71.624107
618,0.005351556375000008,71.615616
619,0.005345667849600017,71.618446
620,0.005425834195999962,71.617088
621,0.005463998813000007,71.62014
622,0.005492678766499993,71.620766
623,0.005573809091200012,71.626808
624,0.0055581082978000355,71.617981
625,0.005710119062999921,71.621155
626,0.005642439749999898,71.614227
627,0.005564605992400006,71.613968
628,0.005658073270600015,71.612602
629,0.005659346320000033,71.612122
630,0.005735594525599952,71.614273
631,0.005671914031099921,71.607895
632,0.005636429319199999,71.60907
633,0.005778278059200016,71.60759
634,0.005857995187499984,71.604164
635,0.005761181752800056,71.605721
636,0.005807938983800072,71.59671
637,0.005885301546599994,71.58683
638,0.005900232461099999,71.58149
639,0.0059279358803999765,71.580376
640,0.005914298492300016,71.58297
641,0.005923234727300017,71.575859
642,0.005968657999999996,71.576859
643,0.005968258796899998,71.573814
644,0.006051943245499924,71.567322
645,0.006082594988400011,71.562553
646,0.006027354899199967,71.552116
647,0.006093457379799991,71.545219
648,0.006164497732000001,71.53994
649,0.006134840951600034,71.524651
650,0.006181924687499952,71.51631899999998
651,0.006224948724400002,71.509773
652,0.006323645516799994,71.508705
653,0.0063679213813,71.509239
654,0.0063166131568000335,71.504761
655,0.006326920965599973,71.497635
656,0.006402864580300041,71.496185
657,0.0064382108757,71.501427
658,0.006478734,71.498924
659,0.006568198439299954,71.501793
660,0.006621312934499992,71.49971
661,0.0066294583104,71.501381
662,0.0066734876208000005,71.503006
663,0.0066811782705,71.501175
664,0.006682022017599988,71.50148
665,0.006774582732599932,71.50116
666,0.006826931999999995,71.497696
667,0.006876390315600006,71.502724
668,0.006972030269199996,71.501373
669,0.006972883865300029,71.5037
670,0.006981477340699962,71.504036
671,0.0070517099670000275,71.507347
672,0.007102535484300003,71.506081
673,0.007118733744,71.504784
674,0.007215287499999933,71.504951
675,0.007260405435300037,71.504379
676,0.007291705338200048,71.508026
677,0.007295215792999989,71.505676
678,0.00730854984639999,71.510643
679,0.00741133229009997,71.512817
680,0.007481232288999972,71.518494
681,0.00753435356000002,71.518303
682,0.00759860975000001,71.516983
683,0.007635569298000001,71.514671
684,0.007716770392399947,71.514458
685,0.0077553536797000475,71.518478
686,0.007733963732800016,71.520309
687,0.007830425171200023,71.519157
688,0.007909119521,71.519646
689,0.007917317367899995,71.520271
690,0.007993569749999915,71.523262
691,0.008090198585700014,71.521301
692,0.0081119055918,71.521294
693,0.008157762406399989,71.523483
694,0.008189765358600014,71.528725
695,0.008243177302299898,71.529388
696,0.008349238294000009,71.529587
697,0.008361981853799999,71.53111300000002
698,0.008361926999999998,71.531067
699,0.0083644663504,71.530319
700,0.008417637225799926,71.528084
701,0.008516521224800021,71.533089
702,0.00861472840030003,71.531967
703,0.00866429968200001,71.529312
704,0.008719723488099953,71.52935
705,0.008832883446000025,71.528412
706,0.008812604250000002,71.528389
707,0.008856401500700026,71.529808
708,0.008927146033099994,71.53479000000002
709,0.008986648740999982,71.53514099999998
710,0.009020711760800043,71.53672
711,0.009050573324300048,71.540497
712,0.009149371435199992,71.544579
713,0.00915429160519999,71.545547
714,0.009216229124999987,71.544937
715,0.009280183639199975,71.549667
716,0.009329694204800017,71.550179
717,0.009391134376800015,71.554703
718,0.009419037025400001,71.561302
719,0.00944282991879999,71.562241
720,0.009533513170899925,71.565956
721,0.009615261207400007,71.570007
722,0.00967337300000004,71.572746
723,0.009714881465700022,71.578499
724,0.009722374569799977,71.582306
725,0.009859191854000011,71.585426
726,0.0098508437994,71.583824
727,0.009886178116700037,71.588013
728,0.009930997011200017,71.589714
729,0.009916700803399991,71.594185
730,0.009988335124999985,71.595154
731,0.010011228420000006,71.598007
732,0.010098972440000088,71.597862
733,0.010221172324000029,71.610107
734,0.010180087132999994,71.617416
735,0.01028853457399993,71.617905
736,0.010381046978000016,71.609543
737,0.010427307100999983,71.611099
738,0.010395078750000002,71.611465
739,0.010404466010999999,71.615814
740,0.010462581650999926,71.619232
741,0.010558223558000015,71.618141
742,0.01066171944000006,71.60656
743,0.01074419241600002,71.602898
744,0.010723412856000002,71.608902
745,0.010795523648000021,71.607422
746,0.010786546875000006,71.610268
747,0.010819177574,71.610512
748,0.01084312976399997,71.620323
749,0.010937993154000004,71.623871
750,0.01102062699399998,71.627419
751,0.011051198816000007,71.624001
752,0.01109999756500002,71.619453
753,0.011125939810000004,71.623962
754,0.011172370000000013,71.627518
755,0.011323235481000117,71.632988
756,0.011236029708000013,71.633308
757,0.011357618336000042,71.631165
758,0.01140923033200002,71.631218
759,0.011392919167000012,71.632706
760,0.01152631400399993,71.634407
761,0.011614547404000008,71.634354
762,0.011676668749999949,71.63623
763,0.011601952136000003,71.642151
764,0.011630636088000018,71.646111
765,0.011771279132000045,71.645355
766,0.011750203810000007,71.647133
767,0.011875796812000043,71.644943
768,0.011923673014000031,71.649559
769,0.011889083540000026,71.656105
770,0.012074833749999875,71.654381
771,0.01217475290999999,71.658356
772,0.012072666966000097,71.659714
773,0.012207426342000005,71.660683
774,0.012189231263999992,71.660927
775,0.012156585862999888,71.662651
776,0.012279772256000004,71.661194
777,0.012365611144000008,71.656448
778,0.012377593749999999,71.657883
779,0.012377283913999995,71.661873
780,0.01237512473599987,71.660645
781,0.012523418601000003,71.659248
782,0.012685134450000008,71.661087
783,0.012698958599999997,71.657509
784,0.012709609856000012,71.656799
785,0.012764075735999972,71.655205
786,0.01280686,71.651405
787,0.012945186093999942,71.656044
788,0.012877617711999962,71.654358
789,0.01295760152000001,71.650131
790,0.012995029755999928,71.651276
791,0.013079397257999996,71.647514
792,0.01323342213599988,71.644249
793,0.013086645925999951,71.642853
794,0.01319083625000004,71.642525
795,0.01332390696400012,71.644653
796,0.013209985701999997,71.642654
797,0.013298056240000005,71.639961
798,0.013311194588999946,71.63784
799,0.013416801478000034,71.635666
800,0.01353606955299989,71.632553
801,0.013646698323,71.633102
802,0.013638191250000015,71.63073
803,0.01366123758499996,71.628532
804,0.013738209692999982,71.62056
805,0.013682159411999907,71.620163
806,0.013778931187999985,71.620132
807,0.013949256574999958,71.625496
